disbursed_amount,asset_cost,ltv,PRI.NO.OF.ACCTS,PRI.ACTIVE.ACCTS,PRI.OVERDUE.ACCTS,PRI.CURRENT.BALANCE,PRI.SANCTIONED.AMOUNT,PRI.DISBURSED.AMOUNT,SEC.NO.OF.ACCTS,SEC.ACTIVE.ACCTS,SEC.OVERDUE.ACCTS,SEC.CURRENT.BALANCE,SEC.SANCTIONED.AMOUNT,SEC.DISBURSED.AMOUNT,PRIMARY.INSTAL.AMT,SEC.INSTAL.AMT,NEW.ACCTS.IN.LAST.SIX.MONTHS,DELINQUENT.ACCTS.IN.LAST.SIX.MONTHS,NO.OF_INQUIRIES,loan_default
30984,68516,46.7,3,1,0,1139616,1600000,1600000,0,0,0,0,0,0,18138,0,0,0,0,0
37145,50500,74.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45751,74380,66.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42494,61459,73.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64213,73000,89.04,7,4,0,408377,601395,600394,0,0,0,0,0,0,21240,0,2,0,0,0
32684,68638,49.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44415,70500,65.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68817,96000,73.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60000,77280,78.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65882,89760,74.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59713,69000,88.41,17,15,1,241543,337007,361455,0,0,0,0,0,0,17090,0,9,0,2,0
60947,77842,79.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56113,64940,89.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51900,59850,88.55,1,1,0,11480,15900,15900,0,0,0,0,0,0,0,0,1,0,1,0
41394,77934,53.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62013,91200,69.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56759,67749,85.61,48,34,6,3067016,5648284,5459023,0,0,0,0,0,0,26078,0,0,2,0,0
52803,67800,80.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53303,75000,73.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58513,74293,80.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51578,65334,81.12,1,1,0,249271,270000,270000,0,0,0,0,0,0,7500,0,0,0,0,0
54313,74372,75.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43544,57983,77.01,2,1,0,205485,292000,292000,0,0,0,0,0,0,0,0,1,0,0,0
44194,56850,79.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44349,71619,64.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50503,65969,78.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58959,87500,68.57,4,2,0,29888,41558,41558,0,0,0,0,0,0,0,0,2,0,0,0
83333,110810,76.71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57259,64603,89.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25529,72545,35.84,1,1,0,7734,30000,12247,0,0,0,0,0,0,0,0,0,0,0,0
51103,65333,79.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45389,68181,70.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69223,98000,72.24,3,1,0,0,27687,27687,0,0,0,0,0,0,1352,0,0,0,0,0
54831,71474,78.91,2,2,0,42356,45206,45206,0,0,0,0,0,0,2671,0,2,0,10,1
47473,71701,71.13,3,3,0,46762,166435,137192,0,0,0,0,0,0,0,0,1,0,0,0
38894,66513,60.89,1,1,1,43403,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0
58259,102100,58.77,2,2,0,42993,199000,199000,0,0,0,0,0,0,3895,0,0,0,0,1
58493,91193,66.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52478,70195,78.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59713,72657,84.64,4,2,0,233702,230000,233701,0,0,0,0,0,0,0,0,1,1,3,1
64969,85820,77.25,1,1,0,6147,20490,20490,0,0,0,0,0,0,0,0,0,0,0,0
40534,59705,72.02,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32761,73100,47.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87620,112630,79.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53803,65279,84.25,2,2,0,74065,81845,81845,0,0,0,0,0,0,4319,0,2,0,0,0
41330,65459,67.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47161,62700,79.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51303,76491,67.98,1,1,0,51122,40000,40000,0,0,0,0,0,0,0,0,0,0,0,0
37062,60000,63.54,2,1,1,57500,54549,54549,0,0,0,0,0,0,2194,0,0,0,0,0
59447,96152,63.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53303,65832,82.03,4,3,0,40481,83515,83515,0,0,0,0,0,0,2333,0,1,0,0,0
41394,53200,79.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50803,79966,65.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97990,155334,64.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
61947,80000,78.75,10,3,1,194926,302061,302061,0,0,0,0,0,0,7825,0,0,1,0,0
67663,76981,90.0,1,1,0,26255,30000,30000,0,0,0,0,0,0,1460,0,1,0,0,0
43263,61400,74.92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52803,72876,74.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61347,79400,79.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
63882,76014,86.83,8,3,0,87792,164000,164000,0,0,0,0,0,0,24972,0,1,0,1,1
44424,60900,78.0,20,15,2,3948318,4329495,4349716,1,1,0,279,346,346,34984,0,4,1,0,0
56259,78897,73.51,1,1,0,14799,40160,40160,0,0,0,0,0,0,2628,0,0,0,0,0
63982,81392,80.6,2,2,0,6650,15839,15839,0,0,0,0,0,0,0,0,2,0,2,0
53003,68884,79.41,6,6,0,772934,968197,968197,0,0,0,0,0,0,12871,0,2,0,0,0
41394,68386,62.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51053,62742,84.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54213,70314,79.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80273,192360,43.67,1,1,0,3863,6967,6967,0,0,0,0,0,0,0,0,1,0,2,0
53303,64775,83.37,2,2,0,383674,473741,473741,0,0,0,0,0,0,68000,0,1,0,0,0
53103,64666,83.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61313,69000,90.0,8,1,0,91164,100000,100000,0,0,0,0,0,0,30870,0,1,0,1,1
53803,69000,79.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48348,67639,73.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61160,73526,85.0,1,0,0,0,0,0,0,0,0,0,0,0,5440,0,0,0,0,1
57100,68800,84.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
45863,72500,66.21,3,2,0,485733,555000,553950,0,0,0,0,0,0,2223,0,1,0,0,0
58159,110921,53.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39554,57735,72.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32484,68791,49.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74023,100900,74.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48578,67716,74.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58500,67260,89.95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67369,76198,89.5,2,1,0,342774,415174,415174,0,0,0,0,0,0,0,0,0,0,0,1
49913,73000,73.97,3,2,1,26,290026,290026,0,0,0,0,0,0,0,0,0,0,0,0
47849,67416,74.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48849,89852,55.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74751,113100,68.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38439,52885,75.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55513,71505,79.71,1,1,0,3667,3859,3859,0,0,0,0,0,0,0,0,0,0,0,1
59159,70241,85.28,1,1,0,217251,485000,485000,0,0,0,0,0,0,10880,0,0,0,0,0
57059,73776,79.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48849,80295,62.27,10,1,0,58357,60000,60000,0,0,0,0,0,0,581094,0,0,1,0,1
48603,78100,64.66,4,0,0,0,0,0,1,0,0,0,0,0,5506,2064,0,0,0,0
51223,73328,73.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53078,75257,73.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
53203,68116,79.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60713,85932,72.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49578,66036,77.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43894,72275,62.26,1,1,0,45391,75940,75940,0,0,0,0,0,0,0,0,0,0,0,0
61947,70165,89.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49478,65332,78.06,1,0,0,0,0,0,0,0,0,0,0,0,1167,0,0,1,2,0
51303,69500,74.82,2,1,0,0,10000,10000,0,0,0,0,0,0,1149,0,0,0,1,1
73123,106071,69.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63447,77000,83.77,2,1,0,293810,340000,340000,0,0,0,0,0,0,3913,0,0,0,0,0
49625,58955,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51103,72673,72.93,10,3,0,46610,124114,72609,0,0,0,0,0,0,0,0,1,0,0,0
46549,69741,71.69,2,1,1,2829134,4200000,4200000,0,0,0,0,0,0,31418,0,0,1,0,0
67882,85992,81.4,3,2,1,96093,107355,107355,0,0,0,0,0,0,0,0,1,1,1,0
50703,70920,73.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36714,77897,51.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59913,72659,84.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46345,64168,74.8,5,3,0,35840,89100,89100,0,0,0,0,0,0,0,0,1,0,0,0
55459,64242,88.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45949,60368,77.86,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78029,130586,60.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49303,62676,81.37,8,6,0,1127358,1355918,1355918,0,0,0,0,0,0,2723,0,1,0,0,0
49973,73870,73.1,5,4,0,2270756,2735882,2635882,0,0,0,0,0,0,6336,0,0,0,0,0
53899,72580,77.16,2,2,0,8437,20999,20999,0,0,0,0,0,0,1290,0,1,0,0,0
52803,64989,83.09,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52044,62044,89.45,7,6,0,1268620,1300968,1300968,0,0,0,0,0,0,3681,0,3,0,2,0
50743,66938,79.18,6,5,0,45305,108155,74510,0,0,0,0,0,0,0,0,2,0,0,0
43394,55500,81.08,5,3,0,35284,217786,217786,0,0,0,0,0,0,2680,0,0,0,0,1
55513,67850,84.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48349,66852,74.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54059,65280,84.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71023,79972,89.91,7,3,0,537304,643256,643256,0,0,0,0,0,0,0,0,0,0,0,0
76451,105000,74.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
67882,94089,74.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39294,68356,59.83,2,0,0,0,0,0,0,0,0,0,0,0,3845,0,1,0,0,0
63947,77000,84.42,4,2,0,2977520,3218917,3218917,0,0,0,0,0,0,14442,0,0,1,0,0
50803,65579,79.29,2,0,0,0,0,0,0,0,0,0,0,0,4843,0,0,0,0,0
62213,91749,69.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44394,66566,67.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44349,66000,69.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62213,82267,77.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53873,63949,89.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54500,80931,69.19,21,7,0,1624643,1809289,1809289,0,0,0,0,0,0,235367,0,4,0,0,0
40394,65641,63.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56013,72629,79.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34439,48324,74.5,1,0,0,0,0,0,0,0,0,0,0,0,6712,0,0,0,0,0
64213,95000,68.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43849,59526,77.28,2,1,1,6504,44000,44000,0,0,0,0,0,0,49,0,0,0,0,0
53265,64190,85.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38602,66000,60.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57759,77000,76.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32794,66884,51.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54341,72428,77.22,8,3,0,197309,250990,250990,0,0,0,0,0,0,8619,0,2,0,0,0
28529,76406,39.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83633,95868,88.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56327,67429,85.0,2,0,0,0,0,0,0,0,0,0,0,0,1604,0,0,0,0,0
86320,120677,74.58,3,2,1,342372,575000,575000,0,0,0,0,0,0,16730,0,0,1,1,0
60947,77352,81.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65582,74800,89.17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46349,66738,70.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44409,58900,79.8,38,8,0,113017,184203,178759,0,0,0,0,0,0,37,0,2,1,0,0
31484,50500,63.37,3,2,0,75753,82187,82187,0,0,0,0,0,0,3838,0,2,0,0,0
68156,87775,81.77,10,5,3,859712,867341,867341,0,0,0,0,0,0,144392,0,0,0,2,0
20901,73967,29.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49578,63180,79.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41394,78506,54.77,1,1,1,20667,25000,25000,0,0,0,0,0,0,0,0,0,0,1,0
45349,60641,75.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54259,77042,72.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93943,154269,61.58,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61543,81450,76.73,5,3,1,15484,202643,154959,0,0,0,0,0,0,0,0,0,1,0,0
55159,66601,85.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42794,81046,55.52,1,1,0,53201,50000,50000,0,0,0,0,0,0,50000,0,0,0,0,1
73017,100258,74.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78051,102017,78.42,5,2,0,129925,206000,206000,0,0,0,0,0,0,2824,0,0,0,2,1
39505,68826,60.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47998,75853,64.4,22,5,0,57113,85299,85552,0,0,0,0,0,0,2276,0,2,0,0,0
51413,60055,88.25,1,1,0,1510,45000,1510,0,0,0,0,0,0,0,0,1,0,0,0
49578,67500,74.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68817,95289,74.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70623,95015,75.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67882,97039,72.14,10,4,3,324937,360402,360402,0,0,0,0,0,0,5018,0,1,3,0,0
51078,99442,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72816,103129,71.75,1,1,0,87535,100000,100000,0,0,0,0,0,0,0,0,0,0,0,1
44349,60249,76.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57959,68000,86.76,20,4,0,7295046,7376999,7376999,1,0,0,0,0,0,64226,0,2,0,0,0
35639,72259,51.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42594,62263,70.99,4,2,1,1351553,1451000,1451000,0,0,0,0,0,0,28999,0,0,1,0,0
62613,108710,58.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66316,94978,71.0,1,1,1,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0
68282,101283,68.82,2,1,0,2597,7797,7797,0,0,0,0,0,0,2630,0,1,0,1,0
41594,69000,61.88,4,2,1,23317,30000,23317,0,0,0,0,0,0,0,0,1,0,0,0
45800,72563,65.18,3,0,0,0,0,0,0,0,0,0,0,0,60445,0,0,1,0,0
47549,65452,75.17,1,0,0,0,0,0,0,0,0,0,0,0,1932,0,0,0,0,0
65814,79038,85.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62213,70300,89.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38439,62727,62.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49713,66353,79.88,4,1,1,195,30000,30000,0,0,0,0,0,0,4620,0,0,1,0,0
47749,62265,78.7,1,1,0,6025,12055,12055,0,0,0,0,0,0,2010,0,1,0,2,0
50103,67599,78.4,7,3,1,515045,588959,588959,0,0,0,0,0,0,19802,0,0,1,0,0
57313,70993,84.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44949,62320,74.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61433,123841,51.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40210,62581,67.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70837,112798,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40494,56273,73.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63213,82891,77.21,3,1,1,21667,50000,50000,0,0,0,0,0,0,5037,0,0,0,0,0
65732,92615,72.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46849,65300,76.57,2,2,0,14434,16922,16922,0,0,0,0,0,0,2948,0,2,0,2,0
34439,58672,61.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72923,99540,74.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68169,105680,66.24,4,2,0,15628,25761,25761,0,0,0,0,0,0,5536,0,2,0,1,1
37439,66273,57.34,2,2,0,14956,49127,49127,0,0,0,0,0,0,0,0,1,0,0,0
53303,69485,79.15,9,2,2,202561,482500,482500,0,0,0,0,0,0,6364,0,0,0,0,0
43594,76220,57.99,2,0,0,0,0,0,2,2,0,28788,53800,53800,0,0,2,0,1,0
52078,63180,83.89,7,3,1,53433,82500,82500,0,0,0,0,0,0,7815,0,0,1,0,0
122676,184661,69.32,3,2,0,5610,25432,25432,2,0,0,0,0,0,6470,1803,2,0,2,0
59947,69073,88.31,1,0,0,0,0,0,0,0,0,0,0,0,1620,0,0,0,0,1
70118,110106,66.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51971,70690,75.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62213,70500,89.36,9,0,0,0,0,0,0,0,0,0,0,0,4136,0,0,0,0,0
32484,74036,45.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51403,65999,80.46,1,1,0,36279,48350,48350,0,0,0,0,0,0,0,0,0,0,0,0
37439,72683,53.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51303,67125,77.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48703,67320,74.87,1,1,0,25639,50000,50000,0,0,0,0,0,0,0,0,0,0,0,1
59713,71901,84.84,8,3,0,73420,87000,87000,0,0,0,0,0,0,13847,0,2,2,4,1
50198,65626,81.52,2,2,1,7975,9112,9112,0,0,0,0,0,0,0,0,1,0,0,0
61947,70400,89.49,3,3,1,326530,443400,443400,0,0,0,0,0,0,2588,0,1,1,2,0
49078,64405,79.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49538,70521,73.74,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35439,60944,60.71,1,1,0,37000,37000,37000,0,0,0,0,0,0,0,0,1,0,0,1
78251,156520,51.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52279,71536,78.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57859,71940,83.4,1,1,0,146325,150000,150000,0,0,0,0,0,0,6300,0,1,0,1,0
56259,81870,69.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55013,87915,64.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30484,59961,53.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54513,69198,81.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
48349,71550,69.88,21,7,0,67376,200790,200790,0,0,0,0,0,0,5246,0,4,0,0,0
41210,55949,76.86,5,2,0,871560,940000,943307,0,0,0,0,0,0,0,0,1,0,0,0
57811,74667,82.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54659,62150,89.94,11,7,3,7490640,7840000,7850663,0,0,0,0,0,0,45410,0,1,0,1,0
68882,83385,83.95,1,1,0,60245,58500,58500,0,0,0,0,0,0,58500,0,1,0,0,0
53303,66601,81.08,1,0,0,0,0,0,0,0,0,0,0,0,1357,0,0,0,0,0
56059,68000,84.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69517,96050,74.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56013,85500,67.84,2,2,0,1685109,2197046,2197046,0,0,0,0,0,0,17403,0,2,0,1,0
68132,107468,65.14,3,3,0,111545,133000,133000,1,1,1,52117,50000,50000,8200,0,0,0,0,1
59200,74573,80.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47349,64848,77.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53078,66315,82.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49763,62470,83.24,2,0,0,0,0,0,0,0,0,0,0,0,3748,0,0,0,0,0
35839,69800,53.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63947,85812,75.75,1,1,0,36119,74000,74000,0,0,0,0,0,0,0,0,0,0,0,0
60463,78054,83.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47297,69652,70.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42644,76645,57.41,19,4,1,49230,66502,69222,0,0,0,0,0,0,0,0,2,0,0,0
46645,77239,62.79,2,1,0,14538,20000,20000,0,0,0,0,0,0,0,0,0,0,0,1
37839,65031,60.59,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
57259,64770,89.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22074,75738,29.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60213,74014,82.42,4,2,0,706872,1388000,1388000,0,0,0,0,0,0,32575,0,0,0,0,0
48349,63478,78.77,3,1,0,2400,42000,42000,0,0,0,0,0,0,6777,0,0,0,0,0
65869,84500,79.29,14,12,1,1448000,3927913,3927913,0,0,0,0,0,0,5806,0,4,0,0,0
47549,66223,75.5,8,3,1,96558,118000,118000,0,0,0,0,0,0,9298,0,1,1,0,0
57259,72630,79.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61633,75434,84.84,1,1,0,232357,0,200000,0,0,0,0,0,0,5720,0,0,0,0,1
92443,114998,81.74,2,1,0,42041,42000,42000,0,0,0,0,0,0,42000,0,1,0,0,0
64630,75234,89.85,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20274,52150,40.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49738,70681,73.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68369,82294,84.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65480,80098,84.39,4,2,0,75410,96999,96999,0,0,0,0,0,0,7908,0,2,0,0,0
71088,202653,36.76,10,4,1,458168,1297655,1297655,0,0,0,0,0,0,14190,0,2,1,0,1
42194,56676,75.52,5,2,0,14195,91750,35944,0,0,0,0,0,0,4728,0,1,1,0,0
56513,78730,74.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56959,70367,83.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67882,77063,89.54,3,3,0,23320,101190,101190,0,0,0,0,0,0,1666,0,1,1,0,0
81186,148000,56.42,2,2,1,57566,80235,80235,0,0,0,0,0,0,1594,0,0,1,0,1
54013,67170,84.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38439,61314,65.24,0,0,0,0,0,0,3,3,0,16513,38935,38935,0,0,3,0,0,0
63062,83154,79.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52764,66983,84.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41500,53200,79.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46349,71419,67.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38439,90686,44.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51503,69905,75.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56213,76960,77.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35739,72292,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67169,88223,79.34,14,7,0,85561,135000,135000,0,0,0,0,0,0,10045,0,5,0,0,1
66882,80000,85.0,4,2,0,41418,65000,65000,0,0,0,0,0,0,5310,0,1,0,1,0
48349,61288,81.58,1,0,0,0,0,0,0,0,0,0,0,0,1462,0,0,0,0,0
74519,103740,72.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
